Code	ISU_CD	Name	Market	Dept	Close	ChangeCode	Changes	ChagesRatio	Open	High	Low	Volume	Amount	Marcap	Stocks	MarketId
034950	KR7034950006	한국기업평가	KOSDAQ	우량기업부	85400	2	-200	-0.23	85100	86000	82800	2817	240255800	387759895600	4540514	KSQ
041830	KR7041830001	인바디	KOSDAQ	우량기업부	28200	1	450	1.62	27200	28200	27200	27141	754203800	385882652400	13683782	KSQ
461030	KR7461030009	아이엠비디엑스	KOSDAQ	기술성장기업부	27550	2	-3250	-10.55	29650	34300	27050	5813199	180259871100	385496818750	13992625	KSQ
001390	KR7001390004	KG케미칼	KOSPI		5620	1	50	0.9	5510	5670	5510	181623	1016190430	384796004800	68469040	STK
123890	KR7123890006	한국자산신탁	KOSPI		3090	2	-20	-0.64	3100	3115	3085	152690	472506095	383091253680	123977752	STK
054950	KR7054950001	제이브이엠	KOSDAQ	우량기업부	31650	2	-200	-0.63	31400	32150	30900	216554	6831353250	382645081800	12089892	KSQ
003545	KR7003541000	대신증권우	KOSPI		14650	1	80	0.55	14540	14700	14450	72489	1058755990	380900000000	26000000	STK
171090	KR7171090004	선익시스템	KOSDAQ	중견기업부	40300	2	-1550	-3.7	41400	41700	39800	143393	5823375500	380495069500	9441565	KSQ
001820	KR7001820000	삼화콘덴서	KOSPI		36550	1	250	0.69	35900	36800	35550	91949	3329648900	379937250000	10395000	STK
033270	KR7033270000	유나이티드제약	KOSPI		23300	2	-250	-1.06	23350	23450	23150	37792	879948450	378504352600	16244822	STK
117730	KR7117730002	티로보틱스	KOSDAQ	벤처기업부	21150	1	250	1.2	20800	22350	20800	636738	13734822950	377253819000	17837060	KSQ
009290	KR7009290008	광동제약	KOSPI		7190	1	70	0.98	7100	7370	7100	249529	1801198740	376905918690	52420851	STK
003300	KR7003300001	한일홀딩스	KOSPI		12220	2	-170	-1.37	12390	12400	12210	17508	215629750	376777842480	30832884	STK
348340	KR7348340001	뉴로메카	KOSDAQ	기술성장기업부	35700	2	-600	-1.65	35550	38750	35000	343916	12415955450	375980619000	10531670	KSQ
003920	KR7003920006	남양유업	KOSPI		522000	2	-10000	-1.88	532000	536000	522000	1113	584596000	375840000000	720000	STK
003520	KR7003520004	영진약품	KOSPI		2045	2	-25	-1.21	2070	2080	2030	223579	457428710	374015634895	182892731	STK
004690	KR7004690004	삼천리	KOSPI		92000	2	-1200	-1.29	92900	93200	92000	8221	758541000	373062300000	4055025	STK
000680	KR7000680009	LS네트웍스	KOSPI		4725	1	225	5.0	4445	4825	4420	4997723	23578913620	372344250600	78803016	STK
451800	KR7451800007	한화리츠	KOSPI		5260	2	-70	-1.31	5230	5330	5210	34573	181757050	371356000000	70600000	STK
024850	KR7024850000	HLB이노베이션	KOSDAQ	중견기업부	5100	1	20	0.39	4990	5270	4835	2928840	14778094020	369128080500	72378055	KSQ
252990	KR7252990007	샘씨엔에스	KOSDAQ	기술성장기업부	6960	2	-170	-2.38	6920	7050	6800	633558	4372025910	368174151600	52898585	KSQ
071970	KR7071970008	STX중공업	KOSPI		12860	2	-430	-3.24	13200	13290	12500	221799	2874780140	367187323340	28552669	STK
270520	KR7270520000	지오릿에너지	KOSDAQ	벤처기업부	2805	2	-60	-2.09	2865	3020	2805	2572847	7429536880	366399442035	130623687	KSQ
033500	KR7033500000	동성화인텍	KOSDAQ	우량기업부	12190	2	-160	-1.3	12190	12440	12180	96172	1180105510	365571931860	29989494	KSQ
265520	KR7265520007	AP시스템	KOSDAQ	우량기업부	23900	1	1650	7.42	22000	24350	22000	987259	23250819200	365225961900	15281421	KSQ
102710	KR7102710001	이엔에프테크놀로지	KOSDAQ	우량기업부	25550	2	-450	-1.73	25650	26100	25050	57871	1481689850	365054209800	14287836	KSQ
060720	KR7060720000	KH바텍	KOSDAQ	중견기업부	15410	2	-430	-2.71	15720	16150	15250	265210	4158964700	364869381220	23677442	KSQ
001470	KR7001470004	삼부토건	KOSPI		1780	2	-22	-1.22	1780	1870	1775	5065048	9116422021	363581472120	204259254	STK
001940	KR7001940006	KISCO홀딩스	KOSPI		22450	2	-450	-1.97	22850	22900	22400	2342	52860000	363159731000	16176380	STK
00104K	KR700104K010	CJ4우(전환)	KOSPI		85600	2	-3200	-3.6	88100	88800	85500	16585	1444057100	361789427200	4226512	STK
010690	KR7010690006	화신	KOSPI		10350	2	-310	-2.91	10550	10720	10330	225766	2362184750	361426243500	34920410	STK
235980	KR7235980000	메드팩토	KOSDAQ	기술성장기업부	10740	2	-680	-5.95	11180	11290	10560	650826	7054403440	360656664300	33580695	KSQ
025860	KR7025860008	남해화학	KOSPI		7250	2	-40	-0.55	7260	7290	7250	78414	569539680	360171611750	49678843	STK
050890	KR7050890003	쏠리드	KOSDAQ	우량기업부	5870	2	-130	-2.17	5960	5990	5840	364151	2146615700	359371026800	61221640	KSQ
319400	KR7319400008	현대무벡스	KOSDAQ	우량기업부	3050	2	-20	-0.65	3035	3075	3035	268051	818146105	359006542150	117707063	KSQ
051905	KR7051901007	LG생활건강우	KOSPI		170400	2	-3100	-1.79	173400	173400	169000	7508	1281175900	357788368800	2099697	STK
416180	KR7416180008	신성에스티	KOSDAQ	중견기업부	39350	2	-1700	-4.14	40750	40750	38900	107363	4244320700	355715264300	9039778	KSQ
093230	KR7093230001	이아이디	KOSPI		1392	0	0	0.0	0	0	0	0	0	354103029120	254384360	STK
089970	KR7089970008	에이피티씨	KOSDAQ	우량기업부	14720	1	90	0.62	14390	14750	14350	34183	496984170	352994358400	23980595	KSQ
108670	KR7108670001	LX하우시스	KOSPI		39300	2	-500	-1.26	39750	39800	38950	12089	475203100	352429431000	8967670	STK
027410	KR7027410000	BGF	KOSPI		3680	2	-25	-0.67	3690	3715	3670	55416	204307315	352237790880	95716791	STK
204620	KR7204620009	글로벌텍스프리	KOSDAQ	중견기업부	6200	2	-200	-3.13	6470	6600	6170	1443152	9149583530	352084657600	56787848	KSQ
061970	KR7061970000	LB세미콘	KOSDAQ	우량기업부	8030	2	-200	-2.43	8080	8190	7920	506953	4074129870	351590273760	43784592	KSQ
445680	KR7445680002	큐리옥스바이오시스템즈	KOSDAQ	기술성장기업부	43800	2	-1650	-3.63	44100	45350	42700	129096	5667225950	351385149600	8022492	KSQ
039840	KR7039840004	디오	KOSDAQ	우량기업부	22100	2	-100	-0.45	21750	22100	21550	59024	1285492950	350986785500	15881755	KSQ
001340	KR7001340009	백광산업	KOSPI		7790	0	0	0.0	0	0	0	0	0	349914390530	44918407	STK
148150	KR7148150006	세경하이테크	KOSDAQ	우량기업부	9850	2	-80	-0.81	9860	9880	9600	343245	3345848900	348225503550	35352843	KSQ
405100	KR7405100009	큐알티	KOSDAQ	벤처기업부	28200	2	-1800	-6.0	28900	29300	27300	446734	12581897000	346558288200	12289301	KSQ
078150	KR7078150000	HB테크놀러지	KOSDAQ	우량기업부	3735	1	515	15.99	3280	4185	3230	181321637	685638238520	346293946260	92715916	KSQ
051370	KR7051370005	인터플렉스	KOSDAQ	중견기업부	14820	2	-320	-2.11	14760	15240	14530	722837	10708946610	345713135040	23327472	KSQ
078350	KR7078350006	한양디지텍	KOSDAQ	우량기업부	22650	1	950	4.38	21100	22650	20700	1039173	22578210250	345285252300	15244382	KSQ
005389	KR7005383005	현대차3우B	KOSPI		143500	2	-400	-0.28	142000	145200	141000	16290	2340697700	345038288000	2404448	STK
443670	KR7443670005	에스피소프트	KOSDAQ	벤처기업부	16240	1	2030	14.29	14010	16950	14000	6367630	102165398340	344239702240	21197026	KSQ
200670	KR7200670008	휴메딕스	KOSDAQ	우량기업부	30550	1	1250	4.27	29100	31000	28800	220204	6674360000	343074361500	11229930	KSQ
110990	KR7110990009	디아이티	KOSDAQ	우량기업부	18030	2	-670	-3.58	18300	18600	17510	296676	5294462230	340767000000	18900000	KSQ
126720	KR7126720002	수산인더스트리	KOSPI		23800	1	1000	4.39	22800	24450	22500	168823	4014252050	340006800000	14286000	STK
005690	KR7005690003	파미셀	KOSPI		5660	2	-120	-2.08	5710	5780	5560	380886	2149486420	339696016240	60016964	STK
007690	KR7007690001	국도화학	KOSPI		37600	2	-50	-0.13	37450	38000	37450	9853	371523250	338799161600	9010616	STK
029960	KR7029960002	코엔텍	KOSDAQ	우량기업부	6770	2	-20	-0.29	6790	6800	6730	31705	214297440	338500000000	50000000	KSQ
056080	KR7056080005	유진로봇	KOSDAQ	중견기업부	8970	2	-90	-0.99	8990	9060	8880	155065	1393141210	336484003440	37512152	KSQ
045100	KR7045100005	한양이엔지	KOSDAQ	우량기업부	18660	2	-160	-0.85	18680	18950	18540	102539	1916515740	335880000000	18000000	KSQ
002320	KR7002320000	한진	KOSPI		22450	2	-350	-1.54	22700	22900	22350	64086	1445888100	335574248600	14947628	STK
060980	KR7060980000	HL홀딩스	KOSPI		32950	2	-200	-0.6	33300	33300	32900	17124	565077050	335082059500	10169410	STK
00088K	KR700088K015	한화3우B	KOSPI		14890	2	-200	-1.33	15170	15170	14870	46733	698819990	334608080000	22472000	STK
357550	KR7357550003	석경에이티	KOSDAQ	기술성장기업부	61300	2	-100	-0.16	60800	61900	60300	6598	401662700	334391500000	5455000	KSQ
004700	KR7004700001	조광피혁	KOSPI		50200	2	-400	-0.79	50600	50700	50100	201	10126000	333786727600	6649138	STK
095700	KR7095700001	제넥신	KOSDAQ	기술성장기업부	8030	1	20	0.25	8010	8110	7960	101536	812519710	333330069820	41510594	KSQ
013030	KR7013030002	하이록코리아	KOSDAQ	우량기업부	25850	2	-150	-0.58	25600	26050	25550	31116	802380900	332328892500	12856050	KSQ
000430	KR7000430009	대원강업	KOSPI		5360	1	130	2.49	5230	5440	5230	352597	1887112310	332320000000	62000000	STK
002960	KR7002960003	한국쉘석유	KOSPI		255000	1	1500	0.59	253500	256000	253000	1897	483224500	331500000000	1300000	STK
023160	KR7023160005	태광	KOSDAQ	우량기업부	12480	2	-50	-0.4	12490	12640	12340	108347	1351308320	330720000000	26500000	KSQ
214430	KR7214430001	아이쓰리시스템	KOSDAQ	우량기업부	46450	2	-350	-0.75	46050	50500	46050	244025	11717808550	330109002000	7106760	KSQ
206640	KR7206640005	바디텍메드	KOSDAQ	우량기업부	14050	2	-250	-1.75	14100	14500	13920	69842	983127210	329986168000	23486560	KSQ
092870	KR7092870005	엑시콘	KOSDAQ	우량기업부	30400	2	-1850	-5.74	30700	31550	29600	1546691	47201560400	329803428800	10848797	KSQ
031330	KR7031330004	에스에이엠티	KOSDAQ	우량기업부	3295	2	-5	-0.15	3250	3320	3190	604055	1959395670	329483745765	99995067	KSQ
119610	KR7119610004	인터로조	KOSDAQ	투자주의환기종목(소속부없음)	24900	2	-4650	-15.74	27500	28750	23300	1304707	32898947600	329090302200	13216478	KSQ
026890	KR7026890004	스틱인베스트먼트	KOSPI		7860	1	280	3.69	7510	7900	7420	273375	2122614150	327590455500	41678175	STK
025770	KR7025770009	한국정보통신	KOSDAQ	우량기업부	8730	2	-180	-2.02	9500	9500	8730	70091	633507280	326888485830	37444271	KSQ
001780	KR7001780006	알루코	KOSPI		3390	2	-120	-3.42	3455	3505	3375	1172029	4017632630	326844585480	96414332	STK
166480	KR7166480004	코아스템켐온	KOSDAQ	벤처기업부	9940	2	-180	-1.78	10030	10090	9800	98958	980274490	326731537440	32870376	KSQ
004430	KR7004430005	송원산업	KOSPI		13610	2	-130	-0.95	13700	13800	13580	53558	729542820	326640000000	24000000	STK
084690	KR7084690007	대상홀딩스	KOSPI		9010	2	-120	-1.31	9090	9160	8850	187121	1686612920	326274967380	36212538	STK
126700	KR7126700004	하이비젼시스템	KOSDAQ	우량기업부	21800	2	-1000	-4.39	22300	22700	21750	291243	6416441450	325738041600	14942112	KSQ
005090	KR7005090006	SGC에너지	KOSPI		22600	1	900	4.15	21750	22650	21750	42541	946066650	325650925800	14409333	STK
036620	KR7036620003	감성코퍼레이션	KOSDAQ	우량기업부	3590	2	-45	-1.24	3595	3820	3585	1166548	4305342445	325571987840	90688576	KSQ
014620	KR7014620009	성광벤드	KOSDAQ	우량기업부	11350	1	60	0.53	11130	11490	11130	209005	2371921910	324610000000	28600000	KSQ
029460	KR7029460003	케이씨	KOSPI		23900	2	-1700	-6.64	25100	25400	23400	150516	3626438350	323941651600	13554044	STK
441270	KR7441270006	파인엠텍	KOSDAQ	중견기업부	8770	2	-100	-1.13	8760	8800	8630	124934	1089081580	323864374510	36928663	KSQ
101670	KR7101670008	하이드로리튬	KOSDAQ	벤처기업부	6420	2	-250	-3.75	6520	6590	6330	991615	6370936070	323116494240	50329672	KSQ
000490	KR7000490003	대동	KOSPI		12600	2	-580	-4.4	13000	13140	12570	477130	6104687690	323073928800	25640788	STK
278650	KR7278650007	HLB바이오스텝	KOSDAQ	중견기업부	3775	2	-135	-3.45	3820	3930	3765	1750342	6683725315	322889649550	85533682	KSQ
018310	KR7018310003	삼목에스폼	KOSDAQ	우량기업부	21950	1	400	1.86	21700	22050	21350	33252	722067050	322665000000	14700000	KSQ
003220	KR7003220001	대원제약	KOSPI		14510	2	-130	-0.89	14640	14640	14470	60575	879486500	321979714940	22190194	STK
118990	KR7118990001	모트렉스	KOSDAQ	우량기업부	12940	2	-400	-3.0	13210	13340	12940	215870	2823390660	321714150600	24861990	KSQ
027360	KR7027360007	아주IB투자	KOSDAQ	우량기업부	2655	1	70	2.71	2560	2680	2555	379828	1002270785	320844552930	120845406	KSQ
151860	KR7151860004	KG ETS	KOSDAQ	우량기업부	8910	2	-120	-1.33	9010	9080	8890	189586	1696882630	320760000000	36000000	KSQ
136480	KR7136480001	하림	KOSDAQ	우량기업부	3010	2	-20	-0.66	3030	3040	2995	435748	1311631360	319691203020	106209702	KSQ
038500	KR7038500005	삼표시멘트	KOSDAQ	우량기업부	2960	2	-10	-0.34	2975	2975	2945	43102	127317765	319432265760	107916306	KSQ
298690	KR7298690009	에어부산	KOSPI		2735	2	-15	-0.55	2740	2760	2670	83846	228719090	319010400000	116640000	STK
086390	KR7086390002	유니테스트	KOSDAQ	중견기업부	15090	2	-370	-2.39	15130	15350	14810	196090	2953540420	318913961340	21134126	KSQ
035600	KR7035600006	KG이니시스	KOSDAQ	우량기업부	11360	2	-70	-0.61	11300	11400	11270	119997	1357030100	316994370240	27904434	KSQ
108490	KR7108490004	로보티즈	KOSDAQ	기술성장기업부	24300	2	-750	-2.99	25000	25050	24100	131766	3217228400	316754582400	13035168	KSQ
322310	KR7322310004	오로스테크놀로지	KOSDAQ	벤처기업부	33800	2	-1950	-5.45	34700	35400	33500	165116	5658863350	316589119600	9366542	KSQ
041020	KR7041020009	폴라리스오피스	KOSDAQ	벤처기업부	6360	1	180	2.91	6050	6520	6040	1611874	10140190750	316254167280	49725498	KSQ
077360	KR7077360006	덕산하이메탈	KOSDAQ	우량기업부	6960	1	60	0.87	6840	7020	6710	176675	1214183440	316241533920	45437002	KSQ
035890	KR7035890003	서희건설	KOSDAQ	우량기업부	1362	1	4	0.29	1347	1370	1341	321518	436605503	312999118434	229808457	KSQ
397030	KR7397030008	에이프릴바이오	KOSDAQ	기술성장기업부	14430	2	-270	-1.84	14270	14470	13900	550850	7780400370	312014550900	21622630	KSQ
112290	KR7112290002	와이씨켐	KOSDAQ	기술성장기업부	30850	1	1450	4.93	31450	35400	29800	11555537	380650797750	311910313250	10110545	KSQ
060150	KR7060150000	인선이엔티	KOSDAQ	우량기업부	6690	2	-20	-0.3	6670	6700	6650	61856	412383500	311510564280	46563612	KSQ
024720	KR7024720005	한국콜마홀딩스	KOSPI		8460	2	-70	-0.82	8480	8580	8400	97825	829426270	311070139200	36769520	STK
088260	KR7088260005	이리츠코크렙	KOSPI		4905	2	-65	-1.31	4975	4975	4900	112486	553169950	310690498950	63341590	STK
090360	KR7090360009	로보스타	KOSDAQ	중견기업부	31850	2	-600	-1.85	32000	32300	31400	110796	3520865250	310537500000	9750000	KSQ
100790	KR7100790005	미래에셋벤처투자	KOSDAQ	우량기업부	5690	2	-30	-0.52	5650	5700	5510	112278	629583330	310260621500	54527350	KSQ
304100	KR7304100001	솔트룩스	KOSDAQ	기술성장기업부	25650	1	400	1.58	24700	26150	24650	127738	3238036300	310206175200	12093808	KSQ
439090	KR7439090002	마녀공장	KOSDAQ	중견기업부	18890	2	-140	-0.74	18810	19160	18810	163317	3090093710	309385331400	16378260	KSQ
004560	KR7004560009	현대비앤지스틸	KOSPI		20500	1	1050	5.4	19380	20800	19300	276228	5597495750	309115625500	15078811	STK
030530	KR7030530000	원익홀딩스	KOSDAQ	우량기업부	3990	2	-80	-1.97	3985	4020	3880	328994	1302779485	308179544190	77237981	KSQ
047310	KR7047310008	파워로직스	KOSDAQ	중견기업부	8620	2	-180	-2.05	8800	8800	8550	320003	2755297760	308034346660	35734843	KSQ
084010	KR7084010008	대한제강	KOSPI		13150	1	50	0.38	12970	13230	12960	12630	165987290	307899320550	23414397	STK
072710	KR7072710007	농심홀딩스	KOSPI		66100	2	-100	-0.15	65700	66300	65600	1587	104519400	306557919000	4637790	STK
004380	KR7004380002	삼익THK	KOSPI		14590	2	-370	-2.47	14830	14830	14510	201288	2947590110	306390000000	21000000	STK
003960	KR7003960002	사조대림	KOSPI		33400	2	-500	-1.47	33900	34000	33200	16665	558387500	306093197800	9164467	STK
108230	KR7108230004	톱텍	KOSDAQ	중견기업부	8050	2	-90	-1.11	8070	8120	7940	118718	950679920	306087122250	38023245	KSQ
254490	KR7254490006	미래반도체	KOSDAQ	중견기업부	21200	2	-450	-2.08	21000	21400	20800	117610	2473252000	306085600000	14438000	KSQ
012030	KR7012030003	DB	KOSPI		1521	2	-2	-0.13	1506	1527	1503	212276	321642034	305985552093	201173933	STK
089980	KR7089980007	상아프론테크	KOSDAQ	우량기업부	19100	2	-50	-0.26	19500	19530	18940	55819	1067028420	305390606700	15989037	KSQ
058820	KR7058820002	CMG제약	KOSDAQ	중견기업부	2190	2	-10	-0.45	2180	2205	2165	195162	426683025	304174014360	138892244	KSQ
102120	KR7102120003	어보브반도체	KOSDAQ	우량기업부	17010	2	-1090	-6.02	17390	17440	16550	1416038	24075571620	302450608530	17780753	KSQ
041960	KR7041960006	코미팜	KOSDAQ	벤처기업부	4275	2	-75	-1.72	4305	4395	4185	128416	543916575	301834083600	70604464	KSQ
011500	KR7011500006	한농화성	KOSPI		19270	2	-530	-2.68	19440	19790	19090	326399	6297358660	301325799340	15637042	STK
251970	KR7251970000	펌텍코리아	KOSDAQ	우량기업부	24300	1	1500	6.58	22400	24550	22400	109519	2635664650	301320000000	12400000	KSQ
263720	KR7263720005	디앤씨미디어	KOSDAQ	중견기업부	24050	1	250	1.05	23650	24400	23300	80051	1912023900	301213575650	12524473	KSQ
001630	KR7001630003	종근당홀딩스	KOSPI		60000	2	-1300	-2.12	61300	61300	59700	2710	163408100	300591660000	5009861	STK
080160	KR7080160005	모두투어	KOSDAQ	중견기업부	15870	2	-280	-1.73	16100	16130	15850	50830	811937520	299943000000	18900000	KSQ
402030	KR7402030001	코난테크놀로지	KOSDAQ	기술성장기업부	26250	2	-950	-3.49	26950	27000	26000	42666	1119583200	299819310000	11421688	KSQ
001460	KR7001460005	BYC	KOSPI		479000	1	2000	0.42	479500	493000	473500	296	142451500	299190585000	624615	STK
064800	KR7064800006	젬백스링크	KOSDAQ	우량기업부	2765	3	0	0.0	2765	2850	2650	843778	2299296095	298276081005	107875617	KSQ
052400	KR7052400009	코나아이	KOSDAQ	우량기업부	20000	1	120	0.6	19830	20400	19310	70494	1406864830	297999980000	14899999	KSQ
009160	KR7009160003	SIMPAC	KOSPI		4545	1	225	5.21	4240	4600	4200	201252	902138415	297377150220	65429516	STK
356860	KR7356860007	티엘비	KOSDAQ	우량기업부	30100	2	-650	-2.11	30100	31750	29800	873994	26700986150	295962163000	9832630	KSQ
077970	KR7077970002	STX엔진	KOSPI		12850	2	-330	-2.5	13180	13360	12850	24420	318298240	295664416400	23008904	STK
092070	KR7092070002	디엔에프	KOSDAQ	우량기업부	25400	1	550	2.21	24350	25450	23750	384063	9455229900	293925193200	11571858	KSQ
115390	KR7115390007	락앤락	KOSPI		6750	2	-150	-2.17	6860	6970	6700	65666	448111370	292453274250	43326411	STK
084680	KR7084680008	이월드	KOSPI		2060	1	25	1.23	2020	2060	1999	580696	1172582540	292120757580	141806193	STK
094480	KR7094480001	갤럭시아머니트리	KOSDAQ	우량기업부	7390	2	-60	-0.81	7410	7500	7330	172167	1270617180	289908502820	39229838	KSQ
003800	KR7003800000	에이스침대	KOSDAQ	우량기업부	26100	1	100	0.38	26100	26200	26000	3100	80891250	289449000000	11090000	KSQ
013890	KR7013890009	지누스	KOSPI		13890	2	-330	-2.32	14170	14200	13800	44147	617795600	288011983560	20735204	STK
051500	KR7051500007	CJ프레시웨이	KOSDAQ	우량기업부	24250	2	-650	-2.61	24600	24800	24200	25706	628003950	287885960500	11871586	KSQ
217270	KR7217270008	넵튠	KOSDAQ	중견기업부	6180	2	-140	-2.22	6300	6320	6140	37821	234583920	287877687000	46582150	KSQ
138580	KR7138580006	비즈니스온	KOSDAQ	벤처기업부	12760	2	-350	-2.67	13070	13190	12730	42393	545455990	287816639880	22556163	KSQ
307750	KR7307750000	국전약품	KOSDAQ	우량기업부	5860	2	-40	-0.68	5850	5950	5830	101182	593150570	287545916340	49069269	KSQ
017390	KR7017390006	서울가스	KOSPI		57500	2	-300	-0.52	57900	58100	57400	5819	335382600	287500000000	5000000	STK
451760	KR7451760003	컨텍	KOSDAQ	기술성장기업부	19680	2	-670	-3.29	19850	20200	19200	468210	9219882390	287117738880	14589316	KSQ
079940	KR7079940003	가비아	KOSDAQ	우량기업부	21200	1	50	0.24	20900	22550	20800	474721	10334409200	286956500800	13535684	KSQ
457550	KR7457550002	우진엔텍	KOSDAQ	중견기업부	30850	1	3050	10.97	26950	34750	26700	7805992	243657086800	286020808150	9271339	KSQ
042600	KR7042600007	새로닉스	KOSDAQ	우량기업부	23000	2	-450	-1.92	23050	23500	23000	17687	409205700	285742202000	12423574	KSQ
006390	KR7006390009	한일현대시멘트	KOSPI		14770	2	-70	-0.47	14840	14840	14760	7217	106606880	285469715440	19327672	STK
448280	KR7448280008	에코아이	KOSDAQ	중견기업부	28850	2	-900	-3.03	29450	29700	28400	63075	1823693850	284952690550	9877043	KSQ
003580	KR7003580008	HLB글로벌	KOSPI		6390	2	-340	-5.05	6650	6660	6210	689034	4441325660	284503017960	44523164	STK
047560	KR7047560008	이스트소프트	KOSDAQ	벤처기업부	24750	2	-350	-1.39	24650	25000	24100	158406	3883150800	284333742000	11488232	KSQ
001510	KR7001510007	SK증권	KOSPI		601	2	-3	-0.5	599	604	599	665266	400041167	284026692771	472590171	STK
001790	KR7001790005	대한제당	KOSPI		3165	2	-15	-0.47	3170	3195	3165	147841	469368825	283889675700	89696580	STK
083650	KR7083650002	비에이치아이	KOSDAQ	중견기업부	9170	1	100	1.1	8980	9410	8840	970317	8925726580	283759918750	30944375	KSQ
174900	KR7174900001	앱클론	KOSDAQ	기술성장기업부	17270	2	-500	-2.81	17530	17570	16300	174114	2987381020	283630753670	16423321	KSQ
146320	KR7146320007	비씨엔씨	KOSDAQ	벤처기업부	22150	2	-650	-2.85	22400	22600	21750	123578	2737040400	283363244450	12792923	KSQ
217330	KR7217330000	싸이토젠	KOSDAQ	기술성장기업부	12620	2	-210	-1.64	12630	13180	12530	35065	444299990	282979547240	22423102	KSQ
122900	KR7122900004	아이마켓코리아	KOSPI		8460	2	-30	-0.35	8490	8490	8450	18926	160289940	282807986400	33428840	STK
084110	KR7084110006	휴온스글로벌	KOSDAQ	중견기업부	22400	3	0	0.0	22300	22450	21850	12351	274282750	282721420800	12621492	KSQ
079810	KR7079810008	디이엔티	KOSDAQ	중견기업부	12830	1	140	1.1	12550	13060	12520	124121	1580084190	282620446020	22028094	KSQ
036200	KR7036200004	유니셈	KOSDAQ	우량기업부	9210	2	-60	-0.65	9100	9410	9010	718310	6613528460	282417493830	30664223	KSQ
033160	KR7033160003	엠케이전자	KOSDAQ	우량기업부	12760	2	-620	-4.63	13260	13260	12660	353180	4532214890	281566383560	22066331	KSQ
005950	KR7005950001	이수화학	KOSPI		12390	2	-270	-2.13	12620	12640	12320	174347	2164618080	281534736210	22722739	STK
001500	KR7001500008	현대차증권	KOSPI		8830	2	-20	-0.23	8750	8940	8750	15962	141161200	280021922460	31712562	STK
005500	KR7005500004	삼진제약	KOSPI		20100	2	-100	-0.5	20150	20250	20000	34525	692385000	279390000000	13900000	STK
023410	KR7023410004	유진기업	KOSDAQ	우량기업부	3610	1	50	1.4	3550	3685	3520	235941	846688630	279092215430	77310863	KSQ
322000	KR7322000001	HD현대에너지솔루션	KOSPI		24900	1	450	1.84	24100	25150	24050	144071	3576684800	278880000000	11200000	STK
272550	KR7272550005	삼양패키징	KOSPI		17650	1	10	0.06	17500	17730	17500	10118	178020420	278670043150	15788671	STK
417010	KR7417010006	나노팀	KOSDAQ	벤처기업부	14110	2	-120	-0.84	14100	14290	13450	141757	1975263880	278310268080	19724328	KSQ
100120	KR7100120005	뷰웍스	KOSDAQ	우량기업부	27800	2	-200	-0.71	28000	28400	27300	21217	584930550	278051847000	10001865	KSQ
388720	KR7388720005	유일로보틱스	KOSDAQ	벤처기업부	31050	2	-100	-0.32	30750	31750	30150	186496	5729784350	277520118300	8937846	KSQ
000480	KR7000480004	CR홀딩스	KOSPI		5910	2	-40	-0.67	5950	5980	5890	22565	133557430	277122795900	46890490	STK
092220	KR7092220003	KEC	KOSPI		1380	2	-29	-2.06	1391	1407	1375	935174	1296762282	277053134580	200763141	STK
035150	KR7035150002	백산	KOSPI		12300	2	-180	-1.44	12490	12540	12180	97558	1200252980	276934500000	22515000	STK
003120	KR7003120003	일성신약	KOSPI		20750	2	-250	-1.19	21150	21150	20650	5712	118658900	275975000000	13300000	STK
138490	KR7138490008	코오롱플라스틱	KOSPI		7260	2	-10	-0.14	7270	7310	7210	28577	207562050	275880000000	38000000	STK
060370	KR7060370004	LS마린솔루션	KOSDAQ	중견기업부	10610	1	1010	10.52	9520	10750	9520	1265521	13125780950	275204641520	25938232	KSQ
334970	KR7334970001	프레스티지바이오로직스	KOSDAQ	기술성장기업부	4450	1	100	2.3	4325	4450	4310	90244	393619720	272508962050	61237969	KSQ
071055	KR7071051007	한국금융지주우	KOSPI		46400	3	0	0.0	46700	46700	46050	4422	204600750	271822846400	5858251	STK
051360	KR7051360006	토비스	KOSDAQ	중견기업부	16670	1	100	0.6	16580	17130	16570	127449	2146972170	271171856860	16267058	KSQ
083790	KR7083790006	CG인바이츠	KOSDAQ	벤처기업부	3525	1	25	0.71	3465	3535	3400	129585	447273245	271051991550	76894182	KSQ
102460	KR7102460003	이연제약	KOSPI		14580	2	-100	-0.68	14610	14880	14500	44127	645682040	270995704380	18586811	STK
282880	KR7282880004	코윈테크	KOSDAQ	우량기업부	25000	2	-500	-1.96	25500	25500	25000	66148	1663276700	270649575000	10825983	KSQ
097230	KR7097230007	HJ중공업	KOSPI		3230	2	-60	-1.82	3295	3320	3230	42263	137795065	268975927630	83274281	STK
036420	KR7036420008	콘텐트리중앙	KOSPI		13950	2	-340	-2.38	14260	14260	13810	66200	922301570	268709196600	19262308	STK
058430	KR7058430000	포스코스틸리온	KOSPI		44750	2	-1000	-2.19	45300	45750	44400	25101	1127752550	268500000000	6000000	STK
007570	KR7007570005	일양약품	KOSPI		14060	2	-110	-0.78	14200	14200	14030	16645	234308520	268344435840	19085664	STK
064260	KR7064260003	다날	KOSDAQ	우량기업부	3890	2	-75	-1.89	3970	3990	3880	435704	1705588140	268211765600	68949040	KSQ
452260	KR7452260003	한화갤러리아	KOSPI		1383	2	-30	-2.12	1398	1422	1380	2044175	2868107050	268107840630	193859610	STK
